CustomerID,num_orders,total_spent,avg_order_value,top_product
13475,4,1431.78,357.95,85123A
13476,2,1238.47,619.24,22505
13477,6,1454.58,242.43,21731
13479,2,300.95,150.48,37495
13481,5,1804.56,360.91,23203
13482,1,184.64,184.64,21833
13483,1,140.34,140.34,22560
13484,1,313.8,313.8,48138
13485,1,454.24,454.24,22084
13486,3,1122.41,374.14,23103
13487,3,575.4,191.8,48187
13488,13,8968.31,689.87,85123A
13489,4,449.52,112.38,21326
13491,10,1215.82,121.58,15060B
13492,3,1269.84,423.28,23284
13493,2,618.63,309.32,22858
13494,1,316.26,316.26,15044B
13495,5,2044.87,408.97,84949
13496,2,653.33,326.67,84879
13497,2,348.05,174.03,22360
13499,5,1159.11,231.82,22470
13500,3,1166.77,388.92,22835
13501,1,1340.32,1340.32,22139
13502,3,292.0,97.33,22241
13503,1,216.85,216.85,22622
13504,1,295.93,295.93,21481
13505,4,4393.63,1098.41,POST
13506,2,458.52,229.26,21892
13507,4,2479.16,619.79,22844
13508,1,110.97,110.97,22499
13509,7,979.72,139.96,20677
13510,4,1791.56,447.89,21931
13512,1,251.21,251.21,21232
13513,1,205.1,205.1,84836
13514,1,152.2,152.2,23048
13515,4,891.12,222.78,85123A
13516,3,1389.41,463.14,22722
13517,3,2128.42,709.47,21481
13518,1,659.44,659.44,47566
13519,1,122.75,122.75,22622
13520,6,3624.35,604.06,22326
13521,3,1093.65,364.55,22113
13522,1,125.8,125.8,23356
13523,5,3964.88,792.98,22197
13524,5,680.18,136.04,22649
13525,2,628.78,314.39,84879
13527,7,2287.51,326.79,21314
13529,2,307.76,153.88,23008
13531,2,483.8,241.9,85099B
13532,1,210.31,210.31,23076
13533,3,270.79,90.26,21955
13534,25,5870.08,234.8,85099B
13536,7,3448.29,492.61,22086
13538,7,1280.85,182.98,21524
13539,3,631.34,210.45,84997D
13544,2,291.41,145.71,84969
13546,3,626.99,209.0,21531
13548,2,682.41,341.21,20914
13549,7,918.2,131.17,20914
13551,1,91.8,91.8,21631
13552,12,3740.07,311.67,23201
13555,4,4149.28,1037.32,22492
13557,2,584.06,292.03,21232
13558,4,605.06,151.27,23192
13560,1,174.37,174.37,22669
13561,1,141.86,141.86,85123A
13562,3,1799.33,599.78,85123A
13563,2,777.53,388.77,22828
13564,3,1749.02,583.01,22423
13565,2,240.22,120.11,22696
13566,2,874.71,437.36,23130
13568,1,192.85,192.85,21733
13569,2,373.75,186.88,22197
13570,1,239.49,239.49,84879
13571,12,2092.32,174.36,22197
13572,1,1384.25,1384.25,23162
13573,2,294.4,147.2,21745
13575,5,732.07,146.41,20727
13576,18,6717.34,373.19,21137
13577,4,1687.6,421.9,85099B
13579,2,467.04,233.52,85048
13581,1,118.0,118.0,15058C
13583,1,781.03,781.03,21792
13584,1,142.4,142.4,47590A
13587,1,712.4,712.4,22503
13588,9,2478.95,275.44,22621
13589,2,379.65,189.83,84584
13590,6,1981.92,330.32,84836
13591,3,1117.13,372.38,22423
13592,4,247.96,61.99,21843
13593,5,2037.08,407.42,22173
13594,1,396.97,396.97,22080
13596,2,697.04,348.52,23177
13598,1,180.17,180.17,85066
13599,21,5153.67,245.41,23084
13600,1,219.52,219.52,21627
13601,2,693.32,346.66,22930
13602,1,428.89,428.89,23326
13603,1,164.34,164.34,82486
13606,3,280.54,93.51,17090A
13607,1,678.01,678.01,23459
13610,7,1131.88,161.7,22772
13611,3,1171.8,390.6,22741
13614,4,1610.46,402.62,22847
13615,1,417.69,417.69,84800L
13617,3,544.18,181.39,22801
13618,1,177.34,177.34,23228
13621,1,213.85,213.85,20977
13623,5,747.78,149.56,22461
13626,1,257.23,257.23,22557
13627,5,1638.47,327.69,22771
13629,11,7792.36,708.4,85099B
13630,7,2031.78,290.25,22178
13631,11,3070.42,279.13,22625
13632,5,2121.27,424.25,85123A
13634,5,1575.16,315.03,22411
13635,1,1071.03,1071.03,23412
13636,5,949.12,189.82,85066
13637,3,810.5,270.17,21535
13638,1,122.64,122.64,22485
13639,1,1033.34,1033.34,22077
13642,1,354.8,354.8,21864
13643,3,519.44,173.15,23202
13644,4,2624.26,656.07,23130
13645,1,252.1,252.1,22771
13647,4,1678.12,419.53,22750
13649,2,346.6,173.3,85048
13650,6,1836.34,306.06,85123A
13651,2,94.2,47.1,21172
13652,3,1095.08,365.03,22633
13654,6,2707.33,451.22,22326
13655,2,932.97,466.49,23206
13656,2,379.65,189.83,22457
13657,2,382.14,191.07,22468
13658,5,2639.17,527.83,23201
13659,2,1573.2,786.6,21201
13662,3,897.76,299.25,23207
13663,1,189.47,189.47,23170
13666,3,84.65,28.22,71459
13667,1,305.02,305.02,21793
13668,21,6363.59,303.03,22178
13669,2,218.55,109.28,22418
13670,1,349.7,349.7,23076
13672,2,186.39,93.2,21655
13673,2,396.92,198.46,22138
13675,2,486.82,243.41,22413
13678,1,232.6,232.6,81952V
13680,4,3722.42,930.61,85123A
13681,4,827.83,206.96,23322
13682,1,59.5,59.5,84813
13684,1,67.23,67.23,75049L
13685,7,3119.44,445.63,22476
13686,1,72.0,72.0,22381
13689,1,910.0,910.0,85099B
13690,1,172.25,172.25,22838
13692,3,1488.32,496.11,21915
13694,50,65039.62,1300.79,23199
13695,15,2504.13,166.94,22178
13697,1,151.3,151.3,22469
13699,1,308.58,308.58,48185
13700,10,2265.12,226.51,22661
13703,1,99.5,99.5,22776
13704,9,2308.06,256.45,23313
13705,3,711.86,237.29,84879
13706,1,330.79,330.79,22783
13707,2,806.41,403.21,22693
13708,1,296.88,296.88,22084
13709,13,6328.05,486.77,23167
13710,1,180.48,180.48,21716
13711,2,252.06,126.03,22060
13712,1,228.84,228.84,22741
13715,5,1079.34,215.87,84536A
13716,1,138.28,138.28,20981
13717,6,1445.01,240.84,22423
13718,2,306.55,153.28,35004B
13719,5,1041.68,208.34,46000S
13720,4,799.9,199.98,84755
13721,1,524.14,524.14,23103
13722,3,2375.41,791.8,47566
13723,1,199.85,199.85,22501
13725,8,1980.56,247.57,21936
13726,2,1079.66,539.83,21559
13727,2,333.48,166.74,22139
13728,6,1016.14,169.36,48194
13730,2,752.6,376.3,84879
13731,2,610.59,305.3,22630
13732,1,491.86,491.86,85034C
13735,4,2885.24,721.31,22605
13736,2,731.9,365.95,22846
13737,1,339.6,339.6,22639
13739,1,216.9,216.9,84347
13740,1,350.75,350.75,15058B
13741,3,668.43,222.81,84600
13742,12,3131.02,260.92,22193
13743,7,1341.6,191.66,22492
13744,2,1156.36,578.18,21672
13745,1,300.04,300.04,75172
13747,1,79.6,79.6,22180
13748,5,948.25,189.65,22423
13750,5,1647.26,329.45,21137
13751,1,296.25,296.25,85099B
13752,6,1186.28,197.71,21326
13753,1,741.26,741.26,22690
13754,2,282.6,141.3,21210
13755,9,2161.35,240.15,23126
13756,14,5189.52,370.68,21314
13758,7,3190.55,455.79,22086
13759,2,659.41,329.71,23313
13760,2,286.79,143.4,22037
13761,2,1070.65,535.33,22960
13762,1,306.72,306.72,22464
13763,1,1714.96,1714.96,22940
13764,3,1521.76,507.25,22411
13767,37,17220.36,465.42,21314
13769,10,2796.51,279.65,85150
13771,4,2634.45,658.61,22090
13772,3,1132.13,377.38,22993
13774,1,345.0,345.0,23240
13777,33,25977.16,787.19,21232
13778,1,178.7,178.7,22693
13780,2,360.01,180.01,21937
13781,1,127.84,127.84,85066
13782,6,912.0,152.0,85123A
13784,11,2462.79,223.89,22151
13786,1,230.4,230.4,85123A
13787,2,309.04,154.52,23322
13790,1,348.8,348.8,22065
13791,2,1516.0,758.0,20727
13792,2,195.55,97.78,22938
13798,57,37153.85,651.82,20685
13799,2,688.86,344.43,22645
13800,1,558.32,558.32,22938
13801,1,324.8,324.8,84971S
13802,3,4599.42,1533.14,20725
13803,1,277.07,277.07,22148
13804,7,2635.79,376.54,84077
13805,2,924.6,462.3,84535B
13806,1,256.38,256.38,22427
13807,1,112.6,112.6,22469
13808,5,1747.66,349.53,84946
13809,1,155.05,155.05,21340
13810,3,1499.01,499.67,POST
13811,3,814.5,271.5,23052
13812,3,539.0,179.67,POST
13813,4,1366.86,341.72,POST
13814,2,1579.12,789.56,22728
13815,4,4027.36,1006.84,POST
13816,2,571.67,285.84,POST
13817,2,382.98,191.49,POST
13819,3,1140.35,380.12,21212
13821,2,385.64,192.82,22424
13822,2,632.0,316.0,20893
13823,2,957.66,478.83,82583
13824,5,1698.94,339.79,85174
13826,1,189.5,189.5,22138
13827,3,412.05,137.35,22844
13828,1,209.49,209.49,22445
13831,6,2202.99,367.16,85123A
13832,1,52.2,52.2,23301
13833,1,384.8,384.8,21122
13835,4,834.57,208.64,23284
13837,2,271.24,135.62,22801
13838,4,691.73,172.93,23296
13841,1,85.0,85.0,16016
13842,9,3385.62,376.18,84879
13844,1,361.62,361.62,22086
13845,1,312.98,312.98,23322
13846,3,865.06,288.35,21588
13848,3,1255.0,418.33,16014
13849,2,1537.95,768.98,22895
13850,1,1595.48,1595.48,21175
13851,3,2651.46,883.82,47566
13853,1,1090.14,1090.14,22423
13854,25,8109.52,324.38,84879
13856,3,388.5,129.5,20723
13858,1,216.17,216.17,22604
13859,1,201.16,201.16,22487
13860,5,1245.9,249.18,23083
13862,8,2209.36,276.17,22993
13863,1,305.78,305.78,22288
13865,4,501.56,125.39,22423
13866,1,145.67,145.67,22588
13867,3,1015.29,338.43,85123A
13868,2,3192.54,1596.27,23582
13869,4,3104.95,776.24,85123A
13870,8,2770.94,346.37,22624
13871,13,6403.25,492.56,22720
13873,3,389.6,129.87,82494L
13874,1,540.45,540.45,22803
13875,5,1786.79,357.36,22379
13876,1,122.7,122.7,22622
13877,1,117.24,117.24,23023
13878,1,1281.53,1281.53,23355
13880,13,3219.77,247.67,22961
13881,20,17159.52,857.98,23301
13882,5,1191.13,238.23,22112
13883,5,2674.48,534.9,84880
13884,5,787.6,157.52,85123A
13885,2,506.8,253.4,85066
13886,1,243.56,243.56,23088
13887,1,349.55,349.55,47590A
13888,2,605.63,302.82,85123A
13889,1,416.9,416.9,22867
13890,10,1883.81,188.38,21485
13892,4,632.97,158.24,22699
13893,1,821.1,821.1,21621
13894,3,564.62,188.21,84949
13895,4,2593.07,648.27,23240
13897,1,311.16,311.16,22910
13898,1,155.93,155.93,22349
13899,2,388.52,194.26,22423
13900,3,740.95,246.98,84879
13901,5,2867.2,573.44,22697
13904,2,332.64,166.32,21212
13908,4,2369.55,592.39,22301
13911,9,2580.91,286.77,22693
13914,2,626.45,313.23,22584
13917,2,272.04,136.02,22110
13918,2,1212.84,606.42,21915
13919,2,384.81,192.41,POST
13922,1,172.25,172.25,22782
13923,1,351.13,351.13,22117
13924,6,1838.85,306.47,23404
13925,4,678.25,169.56,22839
13926,1,223.85,223.85,84078A
13927,1,348.99,348.99,85099C
13928,4,464.57,116.14,23118
13929,2,842.65,421.33,21340
13930,2,337.34,168.67,84380
13931,2,1237.53,618.77,85099B
13932,1,307.4,307.4,22191
13933,2,608.79,304.4,22692
13934,1,922.1,922.1,22960
13936,1,376.58,376.58,21793
13937,1,158.85,158.85,21201
13938,1,71.66,71.66,22558
13939,3,568.55,189.52,22470
13940,4,839.14,209.79,48138
13941,5,5112.96,1022.59,79321
13946,3,561.57,187.19,71477
13947,1,90.6,90.6,22469
13948,1,102.0,102.0,22222
13949,6,2427.32,404.55,84879
13950,4,745.06,186.27,85123A
13951,3,674.45,224.82,22423
13952,2,3251.07,1625.54,21843
13953,7,3515.68,502.24,62018
13954,2,439.92,219.96,22847
13955,2,322.96,161.48,22423
13956,5,1026.42,205.28,21385
13959,3,598.2,199.4,22212
13960,2,230.22,115.11,22470
13962,2,169.55,84.78,21277
13963,4,664.54,166.14,85183B
13967,1,80.7,80.7,22791
13969,18,9053.94,503.0,23049
13971,8,2758.26,344.78,20914
13972,2,190.25,95.13,22158
13973,1,264.7,264.7,22487
13974,1,413.59,413.59,23434
13975,6,2526.28,421.05,22993
13976,1,357.98,357.98,23109
13978,2,196.79,98.4,21638
13979,1,869.87,869.87,22960
13980,1,200.14,200.14,22158
13982,4,1871.81,467.95,85123A
13983,12,2603.43,216.95,22197
13984,5,920.51,184.1,18097C
13985,15,7060.13,470.68,22379
13986,1,320.46,320.46,85172
13988,6,4147.96,691.33,84879
13989,2,1266.08,633.04,84836
13990,1,311.3,311.3,21754
13991,6,855.97,142.66,21810
13992,1,76.8,76.8,20979
13993,9,3466.36,385.15,84509A
13994,6,2313.14,385.52,21314
13995,5,1393.69,278.74,20726
13999,12,3901.81,325.15,84755
14000,1,635.66,635.66,79000
14001,3,2043.08,681.03,22411
14002,2,529.73,264.87,84859A
14004,7,4582.64,654.66,21914
14005,5,2874.72,574.94,22423
14006,3,962.19,320.73,20725
14009,2,695.61,347.81,21672
14012,1,328.8,328.8,47566
14013,3,473.02,157.67,23245
14014,1,505.18,505.18,84876B
14015,1,917.34,917.34,22109
14016,4,4341.21,1085.3,22423
14019,3,1421.61,473.87,22561
14020,2,642.8,321.4,84030E
14021,3,631.9,210.63,22423
14022,1,440.0,440.0,85123A
14023,2,584.07,292.04,22139
14024,2,327.7,163.85,21588
14027,1,104.82,104.82,23422
14029,2,467.66,233.83,21463
14030,8,2360.09,295.01,47567B
14031,19,17286.86,909.83,22423
14032,11,2975.59,270.51,22109
14034,3,651.82,217.27,23212
14035,5,1428.02,285.6,84879
14036,1,626.65,626.65,20750
14037,2,147.2,73.6,22271
14038,3,1560.38,520.13,21931
14039,1,152.2,152.2,23171
14040,12,3614.92,301.24,85099B
14041,1,141.41,141.41,84375
14044,4,652.82,163.21,85123A
14045,4,1659.75,414.94,37449
14046,1,154.99,154.99,17014A
14047,5,1308.61,261.72,22752
14048,1,409.93,409.93,85123A
14049,4,5681.72,1420.43,22662
14050,2,746.36,373.18,23078
14051,23,15610.39,678.71,15056N
14052,1,225.36,225.36,23401
14053,2,260.25,130.13,10135
14054,1,92.46,92.46,23207
14055,1,725.64,725.64,47566
14056,23,8214.65,357.16,20914
14057,17,6217.96,365.76,22659
14059,1,183.6,183.6,22262
14060,19,6140.42,323.18,22900
14062,12,10464.85,872.07,21175
14064,5,1353.74,270.75,22585
14066,1,152.55,152.55,21340
14067,2,374.7,187.35,23551
14068,1,265.85,265.85,22795
14071,8,1438.82,179.85,23284
14073,1,151.04,151.04,72807B
14075,3,942.26,314.09,23084
14076,1,122.47,122.47,22797
14077,5,499.42,99.88,22630
14078,6,1049.37,174.89,20750
14079,1,375.1,375.1,21584
14080,1,45.6,45.6,85178
14081,2,934.52,467.26,21217
14082,1,182.25,182.25,22492
14083,9,1018.43,113.16,85014B
14085,18,4448.54,247.14,84879
14087,1,194.42,194.42,22210
14088,13,50491.81,3883.99,22423
14089,1,161.0,161.0,20974
14090,1,76.32,76.32,84946
14092,14,4076.91,291.21,85123A
14093,1,442.85,442.85,23076
14096,17,65164.79,3833.22,DOT
14098,1,147.35,147.35,22970
14099,11,3104.17,282.2,82582
14100,1,194.9,194.9,48194
14101,6,5976.79,996.13,22659
14102,5,1360.28,272.06,22775
14104,2,216.21,108.11,22826
14105,1,1266.23,1266.23,21754
14107,7,2703.23,386.18,21967
14108,2,597.91,298.96,23158
14109,1,144.2,144.2,21181
14110,12,5683.15,473.6,21137
14111,4,692.85,173.21,22784
14112,7,2915.15,416.45,85099B
14113,4,1840.42,460.11,22111
14114,2,386.53,193.27,23008
14116,5,1382.74,276.55,22467
14117,1,90.0,90.0,84946
14121,4,2780.15,695.04,23084
14124,1,419.58,419.58,21985
14125,3,2740.43,913.48,22423
14126,3,706.13,235.38,20961
14127,3,709.71,236.57,85099B
14128,2,637.5,318.75,22139
14129,5,1123.86,224.77,23126
14130,1,483.86,483.86,22740
14132,11,3586.03,326.0,22750
14133,3,605.64,201.88,22971
14135,15,4690.31,312.69,22112
14138,2,982.38,491.19,22866
14139,1,415.82,415.82,71459
14140,2,935.05,467.53,23493
14141,4,915.13,228.78,21181
14142,1,311.81,311.81,22867
14143,1,115.8,115.8,22558
14145,4,3742.2,935.55,15056BL
14146,5,4191.0,838.2,22423
14147,2,483.4,241.7,21621
14148,1,157.2,157.2,22423
14149,1,446.62,446.62,21361
14150,2,658.64,329.32,79321
14152,2,621.29,310.65,22661
14154,2,1345.62,672.81,22826
14155,1,118.75,118.75,15044D
14156,55,117379.63,2134.18,C2
14157,2,432.88,216.44,84247K
14158,1,507.66,507.66,22487
14159,11,4693.01,426.64,85123A
14161,3,1110.52,370.17,22297
14162,2,289.36,144.68,22740
14163,4,2445.91,611.48,15056N
14164,2,1631.77,815.89,23343
14165,1,122.54,122.54,21269
14167,4,574.84,143.71,72807C
14171,1,363.79,363.79,85066
14173,4,450.84,112.71,23083
14174,1,134.46,134.46,22487
14175,3,3222.3,1074.1,21175
14176,4,576.9,144.23,22804
14177,4,559.41,139.85,21317
14178,7,1620.93,231.56,22630
14179,2,719.78,359.89,23035
14180,25,4748.52,189.94,22072
14184,1,452.89,452.89,22180
14185,1,197.65,197.65,22827
14188,6,2054.36,342.39,85099B
14189,15,4654.08,310.27,22730
14191,13,4684.76,360.37,23201
14193,2,853.39,426.7,22149
14194,21,11349.52,540.45,22779
14195,2,1012.0,506.0,75131
14196,1,335.52,335.52,85123A
14198,4,701.4,175.35,82486
14199,1,185.4,185.4,22423
14201,7,747.44,106.78,84879
14204,1,161.03,161.03,47566
14205,2,466.7,233.35,21524
14206,1,328.16,328.16,22560
14208,1,151.74,151.74,21615
14209,6,2073.43,345.57,21733
14210,6,1905.84,317.64,47566
14211,9,2241.1,249.01,85099B
14212,1,1070.48,1070.48,21259
14214,5,1004.38,200.88,21314
14215,6,1789.72,298.29,22175
14216,4,1839.3,459.83,82486
14217,17,2004.98,117.94,22427
14218,1,169.48,169.48,23581
14219,1,89.94,89.94,22865
14220,2,632.4,316.2,82583
14221,9,3432.8,381.42,22983
14222,1,683.17,683.17,22741
14223,3,991.13,330.38,22423
14224,4,1050.12,262.53,23161
14226,5,2232.19,446.44,23293
14227,10,3350.96,335.1,85099F
14229,3,1547.2,515.73,22456
14231,3,925.71,308.57,85099B
14232,5,2048.07,409.61,84212
14233,4,1462.72,365.68,84879
14234,4,775.46,193.87,23275
14235,5,3144.86,628.97,21539
14236,2,490.86,245.43,22502
14237,1,161.0,161.0,22947
14238,1,146.85,146.85,22402
14239,11,2380.85,216.44,85123A
14240,2,890.34,445.17,22840
14241,1,213.7,213.7,23245
14242,2,280.55,140.28,85099B
14243,10,2588.77,258.88,82494L
14245,2,1693.45,846.73,22722
14246,3,1474.06,491.35,23078
14247,1,136.77,136.77,85123A
14248,1,302.58,302.58,22622
14250,3,1904.05,634.68,23206
14251,5,2879.7,575.94,21790
14256,2,969.06,484.53,84880
14257,5,3099.72,619.94,23298
14258,9,12669.98,1407.78,82494L
14259,1,120.0,120.0,22077
14261,2,1163.45,581.73,22086
14262,8,2618.23,327.28,21790
14264,2,333.97,166.99,47566
14265,2,530.18,265.09,21628
14267,3,1516.24,505.41,22423
14270,1,492.65,492.65,21257
14271,1,112.32,112.32,22796
14272,2,437.96,218.98,23320
14273,4,559.97,139.99,85099B
14276,3,1119.74,373.25,71459
14277,3,4216.2,1405.4,23079
14280,1,134.04,134.04,22424
14282,15,3729.34,248.62,23203
14284,2,595.25,297.63,22960
14285,4,1910.01,477.5,22113
14286,3,4628.75,1542.92,22561
14287,3,176.63,58.88,21156
14288,1,426.6,426.6,22980
14289,6,911.26,151.88,48194
14290,5,2314.65,462.93,23534
14291,11,3883.25,353.02,22139
14292,9,4871.93,541.33,22423
14293,4,1046.56,261.64,22111
14295,1,166.2,166.2,22865
14297,4,1305.33,326.33,84879
14298,44,51527.3,1171.08,22197
14299,9,3965.62,440.62,22423
14300,1,43.2,43.2,22081
14301,1,640.14,640.14,22063
14304,1,383.45,383.45,20685
14305,3,1858.96,619.65,23322
14306,2,2093.32,1046.66,84347
14307,6,2995.72,499.29,84879
14309,9,2352.53,261.39,23084
14311,1,310.26,310.26,22766
14312,6,1611.59,268.6,22469
14314,1,120.0,120.0,22432
14315,6,2481.13,413.52,22386
14317,1,508.58,508.58,23471
14320,2,477.79,238.9,85123A
14321,5,1530.75,306.15,10133
14323,2,605.06,302.53,22699
14326,1,183.85,183.85,23076
14327,1,311.65,311.65,85123A
14329,7,5014.84,716.41,21523
14331,2,462.66,231.33,22624
14332,3,866.31,288.77,84347
14333,1,415.2,415.2,22941
14334,8,2552.21,319.03,22457
14335,2,468.26,234.13,22727
14336,4,1614.91,403.73,22175
14338,2,588.22,294.11,23081
14339,1,309.52,309.52,21558
14340,1,134.7,134.7,22087
14341,8,2182.28,272.79,85099B
14342,4,668.56,167.14,84879
14344,8,889.93,111.24,85123A
14345,1,108.98,108.98,21200
14346,2,1021.58,510.79,85014B
14348,1,409.57,409.57,22171
14349,1,133.5,133.5,21770
14350,1,282.93,282.93,85123A
14351,1,51.0,51.0,22784
14352,4,1078.96,269.74,85123A
14353,1,90.6,90.6,22759
14354,2,163.62,81.81,22217
14355,1,174.4,174.4,22960
14356,2,701.23,350.62,23007
14357,1,225.77,225.77,22666
14359,3,912.18,304.06,22113
14360,4,2128.23,532.06,22113
14362,1,161.2,161.2,22179
14364,8,3717.35,464.67,21621
14367,16,9261.52,578.85,47566
14368,1,155.0,155.0,22605
14371,1,100.5,100.5,22112
14373,1,76.55,76.55,21735
14375,1,257.68,257.68,23077
14377,2,617.05,308.53,21340
14379,2,348.1,174.05,85123A
14381,1,202.68,202.68,23500
14382,1,626.07,626.07,20975
14383,3,1247.69,415.9,84879
14385,3,202.11,67.37,23344
14386,1,142.4,142.4,22366
14387,3,1770.56,590.19,37413
14388,8,3212.84,401.61,21931
14389,2,1043.46,521.73,85099B
14390,9,4652.82,516.98,85099B
14393,1,67.95,67.95,23040
14395,9,3507.71,389.75,82483
14396,2,487.99,244.0,85123A
14397,19,2612.96,137.52,22178
14400,1,574.7,574.7,23251
14401,13,4051.48,311.65,21382
14403,4,1475.81,368.95,22605
14404,6,1474.32,245.72,20727
14406,1,156.75,156.75,22130
14407,6,2157.73,359.62,23298
14408,7,2606.53,372.36,85152
14409,6,2059.45,343.24,85099B
14410,9,1105.07,122.79,82582
14411,1,1063.0,1063.0,22720
14412,2,770.03,385.02,22741
14413,1,122.7,122.7,22437
14414,7,1496.98,213.85,20984
14415,13,5900.28,453.87,22411
14416,2,490.22,245.11,23084
14418,3,1937.25,645.75,23084
14419,6,1058.06,176.34,22725
14420,1,387.52,387.52,22629
14421,2,813.11,406.56,23298
14422,6,4263.64,710.61,23301
14423,1,265.2,265.2,85123A
14424,1,322.08,322.08,23328
14426,10,4481.67,448.17,84946
14427,2,363.34,181.67,23201
14428,5,1244.83,248.97,22423
14431,1,470.36,470.36,22423
14432,6,2255.51,375.92,85123A
14434,6,1372.8,228.8,23355
14436,1,89.06,89.06,21716
14437,1,63.0,63.0,22961
14438,1,131.9,131.9,22385
14439,1,2661.24,2661.24,22423
14440,5,2357.68,471.54,82482
14441,4,1712.89,428.22,21174
14442,2,1589.82,794.91,22968
14443,4,1420.2,355.05,22469
14446,4,1039.58,259.9,85123A
14447,5,1163.23,232.65,20728
14448,2,375.35,187.68,85014A
14449,4,907.1,226.78,22383
14450,3,483.25,161.08,22720
14451,2,662.59,331.3,22328
14452,2,264.44,132.22,23019
14453,1,119.93,119.93,23263
14456,9,3062.4,340.27,22197
14457,1,113.64,113.64,20972
14459,1,1837.92,1837.92,21260
14460,3,434.34,144.78,10133
14461,3,2103.06,701.02,84879
14462,11,2004.02,182.18,21745
14463,3,529.62,176.54,15056N
14465,3,1058.62,352.87,47590B
14466,7,2272.4,324.63,21843
14467,4,598.76,149.69,22568
14470,2,461.19,230.6,23485
14472,8,1936.84,242.11,84879
14473,2,234.34,117.17,21621
14474,1,547.66,547.66,22113
14475,3,925.85,308.62,85123A
14476,1,215.7,215.7,21390
14477,4,1309.6,327.4,85099C
14479,2,316.25,158.13,23077
14480,1,279.05,279.05,23215
14481,2,636.51,318.26,22740
14482,6,2068.15,344.69,85099B
14483,1,137.1,137.1,22693
14484,1,321.92,321.92,23014
14485,1,165.75,165.75,84974
14487,6,1196.33,199.39,22789
14488,1,1064.28,1064.28,22812
14489,1,463.38,463.38,15036
14491,2,340.93,170.47,20749
14493,5,2383.24,476.65,22726
14494,1,139.56,139.56,84580
14495,2,123.8,61.9,22663
14496,2,538.81,269.41,22113
14497,1,475.37,475.37,22560
14498,5,1957.32,391.46,22558
14499,3,815.32,271.77,85123A
14500,3,356.85,118.95,22784
14501,2,251.21,125.61,22470
14502,11,2470.67,224.61,21390
14503,6,3543.26,590.54,22197
14504,4,673.26,168.32,84879
14505,8,5905.64,738.21,79321
14506,5,2012.17,402.43,48184
14507,6,1383.18,230.53,23356
14508,2,276.42,138.21,23318
14511,5,1314.81,262.96,22457
14512,2,275.28,137.64,22782
14513,3,455.59,151.86,84755
14514,3,1055.35,351.78,47590A
14515,6,2102.09,350.35,22178
14517,2,330.45,165.23,82484
14518,1,174.37,174.37,22580
14520,2,270.6,135.3,85099B
14522,4,974.54,243.64,35970
14523,1,241.09,241.09,21326
14524,9,1867.68,207.52,21181
14525,9,4332.2,481.36,85123A
14527,55,8508.82,154.71,82484
14528,1,364.22,364.22,84946
14529,3,620.04,206.68,21372
14530,6,2925.91,487.65,22178
14532,4,932.85,233.21,48138
14533,7,1949.72,278.53,21650
14534,18,4447.05,247.06,22427
14535,3,2864.19,954.73,82494L
14536,1,171.8,171.8,22423
14537,1,355.56,355.56,23126
14538,2,388.25,194.13,85123A
14539,2,537.48,268.74,21194
14540,3,996.26,332.09,84347
14541,8,1461.65,182.71,46000S
14542,1,103.25,103.25,22427
14543,16,3630.33,226.9,22207
14544,2,2024.45,1012.23,22600
14546,5,2578.09,515.62,85123A
14547,8,4007.54,500.94,85099B
14548,2,652.8,326.4,85123A
14549,1,289.24,289.24,21621
14550,2,765.62,382.81,23109
14551,2,186.23,93.12,22791
14552,1,165.07,165.07,22854
14553,5,859.27,171.85,22197
14554,4,2381.04,595.26,22197
14555,2,324.14,162.07,85123A
14557,1,788.38,788.38,22086
14560,22,2237.77,101.72,22776
14561,3,1080.76,360.25,23263
14562,18,5074.77,281.93,22667
14565,4,3099.12,774.78,C2
14566,1,1432.0,1432.0,85099B
14567,2,1530.36,765.18,85066
14569,1,227.39,227.39,22798
14570,2,218.06,109.03,15056N
14572,7,2832.84,404.69,22423
14573,9,1653.42,183.71,22424
14576,1,35.4,35.4,21111
14577,4,859.71,214.93,22413
14578,1,168.63,168.63,17003
14581,1,138.6,138.6,84077
14582,1,114.11,114.11,22831
14583,5,1052.55,210.51,22197
14584,4,1042.26,260.57,21756
14585,1,157.05,157.05,22086
14586,1,237.36,237.36,22418
14587,9,1601.14,177.9,82494L
14589,1,39.75,39.75,48138
14591,4,1447.14,361.79,21930
14592,3,570.46,190.15,22114
14593,3,617.99,206.0,23166
14594,2,379.83,189.92,21523
14595,6,1740.6,290.1,22197
14597,2,883.15,441.58,22646
14598,1,221.97,221.97,23116
14600,1,393.33,393.33,47566
14601,1,213.96,213.96,72741
14603,1,660.0,660.0,21112
14606,93,12156.65,130.72,22227
14607,14,16569.5,1183.54,85099B
14608,4,1785.15,446.29,22112
14609,4,601.56,150.39,18007
14616,3,406.08,135.36,22502
14618,3,553.44,184.48,22791
14619,1,394.44,394.44,21175
14620,2,412.78,206.39,78124
14621,5,1788.36,357.67,47566
14622,1,320.58,320.58,22766
14623,5,889.25,177.85,22138
14624,2,225.85,112.93,22629
14625,2,899.63,449.82,22625
14626,4,2791.27,697.82,23201
14628,2,671.96,335.98,85123A
14629,2,959.01,479.51,23284
14631,3,1006.98,335.66,22745
14632,1,114.56,114.56,47566
14633,1,344.9,344.9,22170
14636,2,609.85,304.93,21731
14638,1,443.6,443.6,23489
