CustomerID,InvoiceNo,InvoiceTimestamp,first_product,last_product,order_value,order_number,days_between_orders
12931,575335,2011-11-09T13:56:00.000-05:00,22197,22197,4961.2,13,37
12931,577021,2011-11-17T12:39:00.000-05:00,22197,22197,2209.74,14,8
12931,577289,2011-11-18T12:39:00.000-05:00,22197,22197,444.96,15,1
12933,545276,2011-03-01T11:30:00.000-05:00,84947,46000S,110.75,1,
12933,557639,2011-06-21T16:13:00.000-04:00,84947,46000S,246.74,2,112
12933,576614,2011-11-15T16:38:00.000-05:00,84947,46000S,250.04,3,147
12935,541972,2011-01-24T13:58:00.000-05:00,20971,22952,431.63,1,
12935,554009,2011-05-20T12:38:00.000-04:00,20971,22952,434.6,2,116
12935,559903,2011-07-13T13:16:00.000-04:00,20971,22952,353.09,3,54
12935,564034,2011-08-22T12:22:00.000-04:00,20971,22952,316.02,4,40
12935,575937,2011-11-13T11:24:00.000-05:00,20971,22952,281.58,5,83
12935,581195,2011-12-07T17:22:00.000-05:00,20971,22952,12.48,6,24
12935,581196,2011-12-07T17:25:00.000-05:00,20971,22952,331.3,7,0
12936,567859,2011-09-22T13:51:00.000-04:00,23320,22158,798.46,1,
12936,577166,2011-11-18T10:37:00.000-05:00,23320,22158,102.0,2,57
12936,578096,2011-11-22T17:26:00.000-05:00,23320,22158,83.96,3,4
12936,578098,2011-11-22T17:32:00.000-05:00,23320,22158,79.48,4,0
12937,546857,2011-03-17T14:19:00.000-04:00,20727,22189,217.43,1,
12937,554822,2011-05-26T14:17:00.000-04:00,20727,22189,210.8,2,70
12937,568919,2011-09-29T14:38:00.000-04:00,20727,22189,398.21,3,126
12937,578551,2011-11-24T15:05:00.000-05:00,20727,22189,677.83,4,56
12938,576182,2011-11-14T11:21:00.000-05:00,21822,84879,114.14,1,
12939,540507,2011-01-09T11:20:00.000-05:00,22111,84997C,1933.2,1,
12939,543829,2011-02-14T09:47:00.000-05:00,22111,84997C,3376.08,2,36
12939,546411,2011-03-11T16:43:00.000-05:00,22111,84997C,1919.04,3,25
12939,561048,2011-07-24T12:51:00.000-04:00,22111,84997C,761.76,4,135
12939,567633,2011-09-21T13:34:00.000-04:00,22111,84997C,346.32,5,59
12939,567634,2011-09-21T13:35:00.000-04:00,22111,84997C,699.72,6,0
12939,569857,2011-10-06T14:31:00.000-04:00,22111,84997C,1658.16,7,15
12939,569858,2011-10-06T14:33:00.000-04:00,22111,84997C,887.52,8,0
12940,566488,2011-09-13T10:16:00.000-04:00,22191,22770,361.27,1,
12940,571270,2011-10-16T12:09:00.000-04:00,22191,22770,552.27,2,33
12942,537885,2010-12-09T09:34:00.000-05:00,48185,21034,258.75,1,
12942,554718,2011-05-26T11:16:00.000-04:00,48185,21034,137.77,2,168
12942,561893,2011-07-31T14:39:00.000-04:00,48185,21034,287.38,3,66
12944,539497,2010-12-20T10:41:00.000-05:00,21623,23234,286.95,1,
12944,574387,2011-11-04T11:04:00.000-04:00,21623,23234,317.56,2,319
12945,544907,2011-02-24T14:15:00.000-05:00,22423,22585,462.95,1,
12947,536582,2010-12-01T16:21:00.000-05:00,21668,22383,304.04,1,
12947,540404,2011-01-07T09:40:00.000-05:00,21668,22383,301.66,2,37
12947,550522,2011-04-19T10:04:00.000-04:00,21668,22383,429.57,3,102
12947,556125,2011-06-09T10:20:00.000-04:00,21668,22383,303.62,4,51
12947,556454,2011-06-10T16:37:00.000-04:00,21668,22383,40.8,5,1
12947,560454,2011-07-19T10:06:00.000-04:00,21668,22383,224.3,6,39
12948,547030,2011-03-20T10:17:00.000-04:00,22168,23493,371.8,1,
12948,547573,2011-03-24T10:04:00.000-04:00,22168,23493,157.16,2,4
12948,552330,2011-05-09T10:13:00.000-04:00,22168,23493,357.3,3,46
12948,564661,2011-08-26T14:45:00.000-04:00,22168,23493,537.7,4,109
12948,570682,2011-10-11T15:53:00.000-04:00,22168,23493,303.37,5,46
12948,572914,2011-10-26T16:25:00.000-04:00,22168,23493,127.68,6,15
12948,578322,2011-11-23T17:10:00.000-05:00,22168,23493,209.94,7,28
12949,548648,2011-04-01T13:20:00.000-04:00,21212,23100,1534.3,1,
12949,553505,2011-05-17T13:27:00.000-04:00,21212,23100,677.8,2,46
12949,553506,2011-05-17T13:29:00.000-04:00,21212,23100,38.6,3,0
12949,561933,2011-08-01T12:56:00.000-04:00,21212,23100,678.47,4,76
12949,561952,2011-08-01T13:02:00.000-04:00,21212,23100,59.4,5,0
12949,561955,2011-08-01T13:03:00.000-04:00,21212,23100,35.1,6,0
12949,563578,2011-08-17T15:11:00.000-04:00,21212,23100,425.75,7,16
12949,575221,2011-11-09T11:25:00.000-05:00,21212,23100,717.8,8,84
12950,576571,2011-11-15T13:48:00.000-05:00,85099B,23204,311.6,1,
12950,580111,2011-12-01T15:55:00.000-05:00,85099B,23204,1171.4,2,16
12950,581138,2011-12-07T13:17:00.000-05:00,85099B,23204,360.0,3,6
12951,541002,2011-01-13T10:33:00.000-05:00,84832,22807,188.69,1,
12951,541876,2011-01-24T10:05:00.000-05:00,84832,22807,117.4,2,11
12951,548911,2011-04-05T09:09:00.000-04:00,84832,22807,155.19,3,71
12951,553909,2011-05-19T19:00:00.000-04:00,84832,22807,163.6,4,44
12951,557258,2011-06-19T10:35:00.000-04:00,84832,22807,126.9,5,31
12951,580030,2011-12-01T12:14:00.000-05:00,84832,22807,312.29,6,165
12952,567905,2011-09-22T16:37:00.000-04:00,22720,23406,731.54,1,
12952,573134,2011-10-27T16:59:00.000-04:00,22720,23406,74.65,2,35
12952,573135,2011-10-27T17:00:00.000-04:00,22720,23406,283.87,3,0
12952,580389,2011-12-04T10:35:00.000-05:00,22720,23406,297.73,4,38
12953,579533,2011-11-30T09:24:00.000-05:00,85123A,48187,329.85,1,
12955,546781,2011-03-17T09:03:00.000-04:00,22185,22621,473.82,1,
12955,551872,2011-05-04T17:19:00.000-04:00,22185,22621,206.6,2,48
12955,553926,2011-05-20T09:47:00.000-04:00,22185,22621,17.0,3,16
12955,557973,2011-06-24T10:26:00.000-04:00,22185,22621,293.96,4,35
12955,560483,2011-07-19T10:49:00.000-04:00,22185,22621,355.54,5,25
12955,566023,2011-09-08T12:48:00.000-04:00,22185,22621,496.44,6,51
12955,571708,2011-10-18T15:42:00.000-04:00,22185,22621,269.76,7,40
12955,574029,2011-11-02T12:34:00.000-04:00,22185,22621,994.8,8,15
12955,578118,2011-11-23T10:08:00.000-05:00,22185,22621,842.02,9,21
12955,580057,2011-12-01T13:18:00.000-05:00,22185,22621,460.3,10,8
12955,581438,2011-12-08T16:29:00.000-05:00,22185,22621,346.92,11,7
12956,543282,2011-02-06T16:08:00.000-05:00,22178,22168,108.07,1,
12957,540019,2011-01-04T12:18:00.000-05:00,84992,23535,413.68,1,
12957,547962,2011-03-28T15:38:00.000-04:00,84992,23535,330.51,2,83
12957,553832,2011-05-19T11:38:00.000-04:00,84992,23535,384.58,3,52
12957,555647,2011-06-06T13:43:00.000-04:00,84992,23535,586.52,4,18
12957,568868,2011-09-29T12:00:00.000-04:00,84992,23535,872.23,5,115
12957,568869,2011-09-29T12:01:00.000-04:00,84992,23535,53.2,6,0
12957,576259,2011-11-14T14:18:00.000-05:00,84992,23535,407.92,7,46
12957,579536,2011-11-30T09:53:00.000-05:00,84992,23535,968.9,8,16
12962,563696,2011-08-18T13:38:00.000-04:00,23245,21680,170.54,1,
12962,580351,2011-12-02T15:55:00.000-05:00,23245,21680,95.85,2,106
12963,537880,2010-12-09T09:14:00.000-05:00,21669,21470,365.8,1,
12963,566971,2011-09-16T09:03:00.000-04:00,21669,21470,253.91,2,281
12963,571457,2011-10-17T14:01:00.000-04:00,21669,21470,105.22,3,31
12963,576642,2011-11-16T09:59:00.000-05:00,21669,21470,138.21,4,30
12963,576667,2011-11-16T11:48:00.000-05:00,21669,21470,498.06,5,0
12963,577806,2011-11-22T08:20:00.000-05:00,21669,21470,82.0,6,6
12963,579509,2011-11-29T16:44:00.000-05:00,21669,21470,148.78,7,7
12963,580051,2011-12-01T12:55:00.000-05:00,21669,21470,264.65,8,2
12965,566291,2011-09-11T15:31:00.000-04:00,48138,22169,771.91,1,
12966,579671,2011-11-30T12:38:00.000-05:00,21615,21693,160.18,1,
12967,536851,2010-12-03T09:49:00.000-05:00,20682,84997B,1368.4,1,
12967,539319,2010-12-16T19:10:00.000-05:00,20682,84997B,292.5,2,13
12968,563857,2011-08-19T15:44:00.000-04:00,21927,21925,135.95,1,
12970,541797,2011-01-21T14:04:00.000-05:00,22138,23202,17.2,1,
12970,541799,2011-01-21T14:21:00.000-05:00,22138,23202,6.6,2,0
12970,580305,2011-12-02T14:26:00.000-05:00,22138,23202,385.56,3,315
12970,580307,2011-12-02T14:30:00.000-05:00,22138,23202,42.88,4,0
12971,536806,2010-12-02T16:42:00.000-05:00,21803,21621,45.12,1,
12971,537472,2010-12-07T11:11:00.000-05:00,21803,21621,111.54,2,5
12971,537862,2010-12-08T16:21:00.000-05:00,21803,21621,111.53,3,1
12971,539400,2010-12-17T12:00:00.000-05:00,21803,21621,53.4,4,9
12971,539675,2010-12-21T10:51:00.000-05:00,21803,21621,114.6,5,4
12971,540363,2011-01-06T15:54:00.000-05:00,21803,21621,185.1,6,16
12971,540534,2011-01-09T14:17:00.000-05:00,21803,21621,25.2,7,3
12971,540844,2011-01-11T16:24:00.000-05:00,21803,21621,71.5,8,2
12971,540974,2011-01-12T14:43:00.000-05:00,21803,21621,112.08,9,1
12971,542004,2011-01-25T11:08:00.000-05:00,21803,21621,88.8,10,13
12971,542142,2011-01-26T09:04:00.000-05:00,21803,21621,174.6,11,1
12971,543128,2011-02-03T14:54:00.000-05:00,21803,21621,64.0,12,8
12971,543523,2011-02-09T12:07:00.000-05:00,21803,21621,38.1,13,6
12971,544066,2011-02-15T13:53:00.000-05:00,21803,21621,181.5,14,6
12971,544197,2011-02-17T09:52:00.000-05:00,21803,21621,105.5,15,2
12971,544198,2011-02-17T09:53:00.000-05:00,21803,21621,84.0,16,0
12971,544821,2011-02-24T09:05:00.000-05:00,21803,21621,109.0,17,7
12971,545225,2011-03-01T09:22:00.000-05:00,21803,21621,161.8,18,5
12971,546082,2011-03-09T11:25:00.000-05:00,21803,21621,221.4,19,8
12971,546083,2011-03-09T11:27:00.000-05:00,21803,21621,38.98,20,0
12971,546397,2011-03-11T14:37:00.000-05:00,21803,21621,153.75,21,2
12971,546766,2011-03-16T14:49:00.000-04:00,21803,21621,52.8,22,5
12971,546767,2011-03-16T14:51:00.000-04:00,21803,21621,77.16,23,0
12971,547688,2011-03-24T14:54:00.000-04:00,21803,21621,137.4,24,8
12971,547944,2011-03-28T14:59:00.000-04:00,21803,21621,106.95,25,4
12971,547946,2011-03-28T14:59:00.000-04:00,21803,21621,116.4,25,0
12971,548216,2011-03-30T09:27:00.000-04:00,21803,21621,91.8,27,2
12971,548873,2011-04-04T15:10:00.000-04:00,21803,21621,214.2,28,5
12971,549942,2011-04-13T12:04:00.000-04:00,21803,21621,136.2,29,9
12971,550343,2011-04-17T15:56:00.000-04:00,21803,21621,174.6,30,4
12971,550673,2011-04-20T10:28:00.000-04:00,21803,21621,379.0,31,3
12971,550674,2011-04-20T10:29:00.000-04:00,21803,21621,244.8,32,0
12971,550967,2011-04-21T16:58:00.000-04:00,21803,21621,47.4,33,1
12971,551894,2011-05-05T10:20:00.000-04:00,21803,21621,64.95,34,14
12971,552567,2011-05-10T12:00:00.000-04:00,21803,21621,77.2,35,5
12971,553753,2011-05-19T10:22:00.000-04:00,21803,21621,259.2,36,9
12971,554078,2011-05-22T11:38:00.000-04:00,21803,21621,40.56,37,3
12971,554934,2011-05-27T13:29:00.000-04:00,21803,21621,65.9,38,5
12971,554936,2011-05-27T13:30:00.000-04:00,21803,21621,100.2,39,0
12971,555394,2011-06-02T17:03:00.000-04:00,21803,21621,126.44,40,6
12971,555395,2011-06-02T17:04:00.000-04:00,21803,21621,94.68,41,0
12971,557014,2011-06-16T12:10:00.000-04:00,21803,21621,87.44,42,14
12971,557498,2011-06-20T15:22:00.000-04:00,21803,21621,107.04,43,4
12971,557523,2011-06-21T08:27:00.000-04:00,21803,21621,100.92,44,1
12971,558054,2011-06-24T14:36:00.000-04:00,21803,21621,60.9,45,3
12971,559002,2011-07-05T12:18:00.000-04:00,21803,21621,72.0,46,11
12971,559323,2011-07-07T14:55:00.000-04:00,21803,21621,203.6,47,2
12971,559324,2011-07-07T14:56:00.000-04:00,21803,21621,158.4,48,0
12971,560182,2011-07-15T11:48:00.000-04:00,21803,21621,254.35,49,8
12971,560183,2011-07-15T11:48:00.000-04:00,21803,21621,105.6,49,0
12971,560184,2011-07-15T11:49:00.000-04:00,21803,21621,52.98,51,0
12971,560204,2011-07-15T13:17:00.000-04:00,21803,21621,154.2,52,0
12971,560469,2011-07-19T10:40:00.000-04:00,21803,21621,220.15,53,4
12971,560897,2011-07-21T17:26:00.000-04:00,21803,21621,139.2,54,2
12971,561389,2011-07-27T09:37:00.000-04:00,21803,21621,411.08,55,6
12971,561699,2011-07-29T10:32:00.000-04:00,21803,21621,152.4,56,2
12971,562272,2011-08-04T08:18:00.000-04:00,21803,21621,83.1,57,6
12971,562545,2011-08-05T15:46:00.000-04:00,21803,21621,137.76,58,1
12971,563560,2011-08-17T14:00:00.000-04:00,21803,21621,103.2,59,12
12971,563898,2011-08-21T10:48:00.000-04:00,21803,21621,151.2,60,4
12971,564222,2011-08-24T09:41:00.000-04:00,21803,21621,239.9,61,3
12971,565206,2011-09-01T16:46:00.000-04:00,21803,21621,117.06,62,8
12971,565216,2011-09-01T17:38:00.000-04:00,21803,21621,114.6,63,0
12971,566046,2011-09-08T14:02:00.000-04:00,21803,21621,78.9,64,7
12971,566628,2011-09-14T10:32:00.000-04:00,21803,21621,167.0,65,6
12971,566630,2011-09-14T10:33:00.000-04:00,21803,21621,157.2,66,0
12971,568389,2011-09-27T10:06:00.000-04:00,21803,21621,164.28,67,13
12971,569373,2011-10-03T16:12:00.000-04:00,21803,21621,162.64,68,6
12971,569559,2011-10-05T09:31:00.000-04:00,21803,21621,171.6,69,2
12971,571742,2011-10-19T10:36:00.000-04:00,21803,21621,47.62,70,14
12971,573372,2011-10-30T13:36:00.000-04:00,21803,21621,78.9,71,11
12971,574330,2011-11-04T09:10:00.000-04:00,21803,21621,63.06,72,5
12971,574961,2011-11-08T10:19:00.000-05:00,21803,21621,94.74,73,4
12971,575388,2011-11-09T15:30:00.000-05:00,21803,21621,188.04,74,1
12971,575389,2011-11-09T15:31:00.000-05:00,21803,21621,97.63,75,0
12971,575390,2011-11-09T15:31:00.000-05:00,21803,21621,55.32,75,0
12971,576237,2011-11-14T13:32:00.000-05:00,21803,21621,65.4,77,5
12971,576853,2011-11-16T15:48:00.000-05:00,21803,21621,93.39,78,2
12971,577018,2011-11-17T12:25:00.000-05:00,21803,21621,163.74,79,1
12971,577443,2011-11-20T11:16:00.000-05:00,21803,21621,172.8,80,3
12971,578015,2011-11-22T12:58:00.000-05:00,21803,21621,291.36,81,2
12971,578668,2011-11-24T17:11:00.000-05:00,21803,21621,195.0,82,2
12971,579122,2011-11-28T12:05:00.000-05:00,21803,21621,309.82,83,4
12971,579513,2011-11-29T17:03:00.000-05:00,21803,21621,123.15,84,1
12971,580093,2011-12-01T14:41:00.000-05:00,21803,21621,59.1,85,2
12971,580882,2011-12-06T12:20:00.000-05:00,21803,21621,102.8,86,5
12974,554701,2011-05-26T09:33:00.000-04:00,48116,15056N,144.8,1,
12976,552879,2011-05-12T09:55:00.000-04:00,47566,22898,738.6,1,
12977,559165,2011-07-06T16:40:00.000-04:00,22624,21763,39.24,1,
12980,539144,2010-12-16T11:36:00.000-05:00,84078A,84078A,889.32,1,
12980,540908,2011-01-12T11:53:00.000-05:00,84078A,84078A,721.92,2,27
12980,543650,2011-02-11T09:17:00.000-05:00,84078A,84078A,790.8,3,30
12980,544689,2011-02-23T08:46:00.000-05:00,84078A,84078A,432.9,4,12
12980,545414,2011-03-02T12:43:00.000-05:00,84078A,84078A,838.8,5,7
12980,553102,2011-05-13T11:58:00.000-04:00,84078A,84078A,892.62,6,72
12980,555513,2011-06-05T10:38:00.000-04:00,84078A,84078A,892.62,7,23
12980,556968,2011-06-16T10:09:00.000-04:00,84078A,84078A,1077.12,8,11
12980,558917,2011-07-05T09:34:00.000-04:00,84078A,84078A,838.8,9,19
12981,561801,2011-07-29T14:14:00.000-04:00,23236,23293,187.18,1,
12981,575586,2011-11-10T12:00:00.000-05:00,23236,23293,185.04,2,104
12982,549646,2011-04-11T11:51:00.000-04:00,84755,21318,390.54,1,
12984,577724,2011-11-21T12:37:00.000-05:00,20969,23126,97.5,1,
12985,575868,2011-11-11T12:44:00.000-05:00,23112,22545,754.38,1,
12985,581501,2011-12-09T10:46:00.000-05:00,23112,22545,485.0,2,28
12987,554788,2011-05-26T12:00:00.000-04:00,85066,22141,304.3,1,
12987,568493,2011-09-27T12:03:00.000-04:00,85066,22141,254.4,2,124
12988,544463,2011-02-20T14:31:00.000-05:00,90018B,82494L,535.32,1,
12989,538306,2010-12-10T13:24:00.000-05:00,48138,22041,202.5,1,
12989,541247,2011-01-16T12:44:00.000-05:00,48138,22041,810.0,2,37
12989,543935,2011-02-14T14:39:00.000-05:00,48138,22041,901.6,3,29
12989,546847,2011-03-17T12:51:00.000-04:00,48138,22041,437.4,4,31
12989,550276,2011-04-15T12:48:00.000-04:00,48138,22041,277.56,5,29
12989,554307,2011-05-23T14:59:00.000-04:00,48138,22041,457.68,6,38
12989,554309,2011-05-23T15:00:00.000-04:00,48138,22041,241.2,7,0
12989,558910,2011-07-05T09:16:00.000-04:00,48138,22041,1141.2,8,43
12989,566447,2011-09-12T15:43:00.000-04:00,48138,22041,637.92,9,69
12989,569411,2011-10-04T09:49:00.000-04:00,48138,22041,566.4,10,22
12989,569418,2011-10-04T10:30:00.000-04:00,48138,22041,284.16,11,0
12989,571302,2011-10-17T09:07:00.000-04:00,48138,22041,482.4,12,13
12989,577202,2011-11-18T11:47:00.000-05:00,48138,22041,354.96,13,32
12989,580047,2011-12-01T12:44:00.000-05:00,48138,22041,67.93,14,13
12989,580975,2011-12-06T15:28:00.000-05:00,48138,22041,61.2,15,5
12990,543032,2011-02-02T15:39:00.000-05:00,85099B,21928,97.5,1,
12990,555861,2011-06-07T14:27:00.000-04:00,85099B,21928,166.4,2,125
12990,575071,2011-11-08T13:01:00.000-05:00,85099B,21928,145.6,3,154
12991,563845,2011-08-19T14:39:00.000-04:00,22197,23382,303.56,1,
12991,576845,2011-11-16T15:34:00.000-05:00,22197,23382,200.2,2,89
12993,543934,2011-02-14T14:29:00.000-05:00,21790,22578,102.9,1,
12993,553223,2011-05-16T10:28:00.000-04:00,21790,22578,72.4,2,91
12993,563013,2011-08-11T12:01:00.000-04:00,21790,22578,197.1,3,87
12993,576854,2011-11-16T15:49:00.000-05:00,21790,22578,42.36,4,97
12994,546682,2011-03-16T08:31:00.000-04:00,48187,22722,352.6,1,
12994,563091,2011-08-11T17:02:00.000-04:00,48187,22722,292.87,2,148
12994,580689,2011-12-05T15:43:00.000-05:00,48187,22722,328.95,3,116
12995,566937,2011-09-15T15:44:00.000-04:00,22306,22113,211.32,1,
12997,542247,2011-01-26T15:49:00.000-05:00,21658,22457,305.55,1,
12997,550324,2011-04-17T13:02:00.000-04:00,21658,22457,302.92,2,81
12997,566303,2011-09-12T08:24:00.000-04:00,21658,22457,307.92,3,148
12997,577085,2011-11-17T15:47:00.000-05:00,21658,22457,310.5,4,66
12999,549323,2011-04-08T10:26:00.000-04:00,22027,22526,320.28,1,
12999,553722,2011-05-18T16:37:00.000-04:00,22027,22526,59.1,2,40
12999,554932,2011-05-27T13:24:00.000-04:00,22027,22526,76.5,3,9
13000,538186,2010-12-10T10:26:00.000-05:00,20685,84978,201.75,1,
13000,547721,2011-03-25T10:14:00.000-04:00,20685,84978,256.78,2,105
13000,564381,2011-08-25T10:43:00.000-04:00,20685,84978,76.32,3,153
13001,541285,2011-01-17T12:45:00.000-05:00,21156,84997D,805.45,1,
13001,542126,2011-01-25T14:53:00.000-05:00,21156,84997D,564.39,2,8
13001,544177,2011-02-16T14:27:00.000-05:00,21156,84997D,1853.52,3,22
13001,545002,2011-02-25T12:43:00.000-05:00,21156,84997D,278.28,4,9
13001,545821,2011-03-07T12:50:00.000-05:00,21156,84997D,591.02,5,10
13001,547053,2011-03-20T12:08:00.000-04:00,21156,84997D,499.84,6,13
13001,548351,2011-03-30T14:51:00.000-04:00,21156,84997D,850.82,7,10
13001,550129,2011-04-14T13:17:00.000-04:00,21156,84997D,636.45,8,15
13001,552061,2011-05-06T10:43:00.000-04:00,21156,84997D,1264.08,9,22
13001,556039,2011-06-08T12:40:00.000-04:00,21156,84997D,501.5,10,33
13001,558902,2011-07-04T16:08:00.000-04:00,21156,84997D,770.07,11,26
13001,577053,2011-11-17T14:17:00.000-05:00,21156,84997D,612.39,12,136
13001,580680,2011-12-05T14:51:00.000-05:00,21156,84997D,591.01,13,18
13002,542129,2011-01-25T15:18:00.000-05:00,22988,22776,120.95,1,
13003,552319,2011-05-09T08:23:00.000-04:00,20724,21232,59.05,1,
13003,559658,2011-07-11T13:06:00.000-04:00,20724,21232,30.0,2,63
13003,564564,2011-08-26T10:50:00.000-04:00,20724,21232,60.0,3,46
13004,539325,2010-12-17T08:20:00.000-05:00,22720,22385,357.01,1,
13004,540561,2011-01-10T10:32:00.000-05:00,22720,22385,326.78,2,24
13004,542370,2011-01-27T13:23:00.000-05:00,22720,22385,318.6,3,17
13004,544056,2011-02-15T12:48:00.000-05:00,22720,22385,287.74,4,19
13004,545080,2011-02-28T10:33:00.000-05:00,22720,22385,301.91,5,13
13004,548749,2011-04-04T12:29:00.000-04:00,22720,22385,451.78,6,35
13004,552364,2011-05-09T12:25:00.000-04:00,22720,22385,404.2,7,35
13004,556111,2011-06-09T09:16:00.000-04:00,22720,22385,313.0,8,31
13004,557042,2011-06-16T14:26:00.000-04:00,22720,22385,15.8,9,7
13004,558073,2011-06-24T16:21:00.000-04:00,22720,22385,371.76,10,8
13004,561857,2011-07-29T16:24:00.000-04:00,22720,22385,308.44,11,35
13004,563567,2011-08-17T14:44:00.000-04:00,22720,22385,328.07,12,19
13004,567954,2011-09-23T08:30:00.000-04:00,22720,22385,340.21,13,37
13004,570108,2011-10-07T12:25:00.000-04:00,22720,22385,467.2,14,14
13004,570144,2011-10-07T13:57:00.000-04:00,22720,22385,16.5,15,0
13004,574368,2011-11-04T10:59:00.000-04:00,22720,22385,384.93,16,28
13004,575939,2011-11-13T11:37:00.000-05:00,22720,22385,316.54,17,9
13004,579100,2011-11-28T11:27:00.000-05:00,22720,22385,345.44,18,15
13005,549283,2011-04-07T13:32:00.000-04:00,22635,22635,321.65,1,
13005,557261,2011-06-19T10:53:00.000-04:00,22635,22635,192.05,2,73
13006,571226,2011-10-14T13:49:00.000-04:00,20749,22577,81.57,1,
13008,541681,2011-01-20T14:24:00.000-05:00,22113,20728,229.47,1,
13011,536823,2010-12-02T17:22:00.000-05:00,22508,85014A,50.55,1,
13012,544341,2011-02-18T09:43:00.000-05:00,15036,23076,377.27,1,
13012,551733,2011-05-04T10:15:00.000-04:00,15036,23076,313.62,2,75
13012,552647,2011-05-10T13:33:00.000-04:00,15036,23076,16.5,3,6
13012,559934,2011-07-14T09:58:00.000-04:00,15036,23076,304.92,4,65
13012,567909,2011-09-22T16:53:00.000-04:00,15036,23076,193.53,5,70
13012,576867,2011-11-16T16:18:00.000-05:00,15036,23076,285.3,6,55
13012,577361,2011-11-18T16:13:00.000-05:00,15036,23076,15.0,7,2
13012,579674,2011-11-30T13:05:00.000-05:00,15036,23076,155.7,8,12
13013,536946,2010-12-03T12:28:00.000-05:00,22813,22910,841.94,1,
13013,536947,2010-12-03T12:29:00.000-05:00,22813,22910,686.4,2,0
13013,548919,2011-04-05T10:18:00.000-04:00,22813,22910,649.32,3,123
13013,552779,2011-05-11T12:13:00.000-04:00,22813,22910,194.63,4,36
13013,559367,2011-07-08T09:38:00.000-04:00,22813,22910,303.14,5,58
13013,561529,2011-07-28T09:19:00.000-04:00,22813,22910,257.7,6,20
13013,562599,2011-08-08T10:01:00.000-04:00,22813,22910,194.51,7,11
13013,564223,2011-08-24T09:46:00.000-04:00,22813,22910,255.15,8,16
13013,565993,2011-09-08T11:46:00.000-04:00,22813,22910,303.3,9,15
13013,569738,2011-10-06T10:48:00.000-04:00,22813,22910,216.81,10,28
13013,574327,2011-11-04T09:03:00.000-04:00,22813,22910,315.29,11,29
13013,577332,2011-11-18T14:25:00.000-05:00,22813,22910,297.65,12,14
13013,581417,2011-12-08T15:01:00.000-05:00,22813,22910,295.1,13,20
13014,545575,2011-03-03T18:28:00.000-05:00,22077,22667,515.38,1,
13014,547324,2011-03-22T11:27:00.000-04:00,22077,22667,317.8,2,19
13014,551702,2011-05-03T14:16:00.000-04:00,22077,22667,494.85,3,42
13014,557933,2011-06-23T15:07:00.000-04:00,22077,22667,460.75,4,51
13014,563620,2011-08-18T10:06:00.000-04:00,22077,22667,233.7,5,56
13014,568225,2011-09-26T10:35:00.000-04:00,22077,22667,399.15,6,39
13014,574260,2011-11-03T13:58:00.000-04:00,22077,22667,347.35,7,38
13014,574879,2011-11-07T13:22:00.000-05:00,22077,22667,76.5,8,4
13014,577047,2011-11-17T13:48:00.000-05:00,22077,22667,315.9,9,10
13014,579406,2011-11-29T12:27:00.000-05:00,22077,22667,304.9,10,12
13015,548868,2011-04-04T14:28:00.000-04:00,22423,23360,556.77,1,
13015,548872,2011-04-04T14:42:00.000-04:00,22423,23360,108.0,2,0
13015,549298,2011-04-08T08:20:00.000-04:00,22423,23360,314.6,3,4
13015,554836,2011-05-26T16:25:00.000-04:00,22423,23360,783.67,4,48
13015,571433,2011-10-17T13:19:00.000-04:00,22423,23360,1583.24,5,144
13016,562712,2011-08-08T15:00:00.000-04:00,22950,23392,425.25,1,
13016,568539,2011-09-27T14:07:00.000-04:00,22950,23392,352.16,2,50
13016,568540,2011-09-27T14:08:00.000-04:00,22950,23392,12.48,3,0
13017,580331,2011-12-02T15:53:00.000-05:00,22112,22112,204.0,1,
13018,544211,2011-02-17T11:05:00.000-05:00,22138,21519,331.2,1,
13018,544904,2011-02-24T13:46:00.000-05:00,22138,21519,311.25,2,7
13018,547095,2011-03-21T09:03:00.000-04:00,22138,21519,332.6,3,25
13018,548920,2011-04-05T10:19:00.000-04:00,22138,21519,493.45,4,15
13018,550341,2011-04-17T15:53:00.000-04:00,22138,21519,365.36,5,12
13018,550342,2011-04-17T15:55:00.000-04:00,22138,21519,391.67,6,0
13018,551199,2011-04-27T11:30:00.000-04:00,22138,21519,373.44,7,10
13018,553063,2011-05-13T11:38:00.000-04:00,22138,21519,311.3,8,16
13018,553064,2011-05-13T11:39:00.000-04:00,22138,21519,51.4,9,0
13018,553235,2011-05-16T11:13:00.000-04:00,22138,21519,345.42,10,3
13018,554929,2011-05-27T13:16:00.000-04:00,22138,21519,366.87,11,11
13018,556571,2011-06-13T13:13:00.000-04:00,22138,21519,178.94,12,17
13018,559455,2011-07-08T12:34:00.000-04:00,22138,21519,251.9,13,25
13018,559456,2011-07-08T12:35:00.000-04:00,22138,21519,17.4,14,0
13018,561871,2011-07-31T11:46:00.000-04:00,22138,21519,377.29,15,23
13018,561872,2011-07-31T11:46:00.000-04:00,22138,21519,37.4,15,0
13018,562783,2011-08-09T13:22:00.000-04:00,22138,21519,251.96,17,9
13018,566006,2011-09-08T12:01:00.000-04:00,22138,21519,286.86,18,30
13018,566862,2011-09-15T12:46:00.000-04:00,22138,21519,248.07,19,7
13018,566863,2011-09-15T12:47:00.000-04:00,22138,21519,72.3,20,0
